name,latitude,longitude,phone,postal
Municipality of the District of Chester ,44.72344686,-64.23979353,902-275-2330,B0J 1J0
RONA Pierceys Elmsdale ,44.97769521,-63.50697283,902-883-7156,B2S 3J3
Municipality of East Hants ,45.17400748,-63.54277438,902-883-7098,B0N 2H0
Nova Scotia Rehabilitation Centre ,44.63941205,-63.58234026,902-473-1368,B3H 4K4
Nova Scotia Rehabilitation Center ,44.63941205,-63.58234026,902-473-1369,B3H 4K4
Canadian Tire ,44.6457725,-63.5959025,902-422-4922,B3L 4P6
Best Buy ,44.64680517,-63.67293125,902-442-3300,B3S 0A2
The Source ,44.64919,-63.57506,902-423-1645,B3J 1N9
Staples Canada/Business Depot ,44.65055791,-63.58116785,902-474-5100,B3K 3B1
Staples Canada/Business Depot ,44.64973353,-63.67538616,902-450-5241,B3S 1C9
RONA Pierceys Almon ,44.65679,-63.59945,902-454-6411,B3K 1T9
Home Depot ,44.65858,-63.67153333,902-457-3480,B3S 1L8
Canadian Tire ,45.57790315,-62.66611078,902-755-5581,B2H 2J6
The Source ,45.57800527,-62.66591575,902-752-6708,B2H 2J6
Staples Canada/Business Depot ,45.57881822,-62.66309888,902-752-5291,B2H 2J8
Municipality of the County of Antigonish ,45.60439474,-61.96626562,902-863-1117,B2G 0B4
Canadian Tire ,45.36789,-63.31278,902-897-4466,B2N 1L2
Staples Canada/Business Depot ,45.36781873,-63.31434106,902-895-1572,B2N 1L2
The Source ,45.61617,-61.98589,902-867-1226,B2G 2E3
Staples Canada/Business Depot ,45.62344276,-61.99825402,902-863-6787,B2G 3B4
Canadian Tire ,45.61526656,-61.35292331,902-625-1580,B9A 2R8
The Source ,46.21437806,-60.26269581,902-794-1719,B2A 3R7
Canadian Tire ,46.21168048,-60.24923973,902-794-8577,B2A 3S3
Murray River WWDC ,46.0071,-62.58339,902-962-7423,C0A 1W0
Atlantic Superstore ,46.17245,-62.65115,188-828-0811,C0A 1R0
Cornwall Independent Grocer ,46.23963,-63.21786,188-828-0811,C0A 1H0
Green Isle WWDC ,46.27627,-63.14632,902-368-3848,C1E 2A1
Home Depot ,46.26214962,-63.15344773,902-626-3140,C1E 2E4
Princess Auto ,46.2693058,-63.1485088,902-629-8020,C1A 0G4
Sobeys ,46.2687941,-63.1482419,188-828-0811,C1A 0C9
Atlantic Superstore ,46.26507,-63.14735429,188-828-0811,C1E 1E3
The Source ,46.26462,-63.14704,902-892-0750,C1E 1E5
Staples Canada/Business Depot ,46.26351,-63.14635,902-894-5011,C1E 1E5
Atlantic Superstore ,46.25113333,-63.13825,188-828-0811,C1A 4N9
Sobeys ,46.24517,-63.13454,188-828-0811,C1A 4N6
Charlottetown Foodland ,46.25493,-63.114228,188-828-0811,C1A 4N6
Argo Co-op ,46.248,-63.11273,902-892-9141,C1A 5Z5
Sobeys ,46.22025,-63.08752,188-828-0811,C1B 1L8
Atlantic Superstore ,46.41972,-63.779518,188-828-0811,C1N 3C4
The Source ,46.41723368,-63.78034737,902-436-0140,C1N 6V7
Sobeys ,46.41448074,-63.78124497,188-828-0811,C1N 3C3
Canadian Tire ,46.41283562,-63.78176213,902-436-7223,C1N 4K6
Foodland ,46.39040672,-63.78238178,188-828-0811,C1N 4N6
Staples Canada/Business Depot ,46.39081672,-63.77860103,902-432-3838,C1N 1A4
East Prince WMF ,46.48349,-63.98594,902-854-7262,C0B 2E0
New London WWDC ,46.57087,-63.92105,902-886-7425,C0B 1M0
Wellington Co-op ,46.45253788,-64.00016433,188-828-0811,C0B 2E0
Kensington Independent Grocer ,46.43707045,-63.63757,188-828-0811,C0B 1M0
OLeary Co-op ,46.7067355,-64.2267065,188-828-0811,C0B 1V0
Bloomfield Foodland ,46.76203483,-64.18258893,188-828-0811,C0B 1E0
Brockton Waste Watch Drop Off ,46.80669904,-64.2145312,902-853-8619,C0B 1K0
Alberton Independent ,46.81276,-64.0649,188-828-0811,C0B 1B0
Canadian Tire ,45.810655,-64.202065,902-667-7218,B4H 4H4
Oxford Home Hardware Building Centre ,45.73279,-63.87188714,902-447-2012,B0M 1P0
Keep Garbage Beneficial ,45.84132,-63.70424,902-694-7366,B0K 1L0
Home Hardware Stores Limited ,45.42126352,-63.42602362,902-662-2800,B0M 1G0
Foodland Springhill ,45.64882385,-64.06004511,902-597-8777,B0M 1X0
Cross Roads Co-op ,45.404925,-64.32619667,902-254-2174,B0M 1S0
Southeast Regional Service Commission ,46.196012,-64.9480519,506-877-1050,E1G 4K6
Princess Auto ,46.1267214,-64.8334309,506-388-4400,E1G 5V7
Home Depot ,46.11473441,-64.82585804,506-853-8150,E1C 9G6
Staples ,46.115494,-64.831896,506-863-1400,E1G 2J7
Best Buy Canada ,46.1132,-64.8298,506-853-5188,E1C 0G4
The Source ,46.09734,-64.7577,506-382-1014,E1A 4X5
Staples Canada/Business Depot ,46.09199542,-64.7673567,506-860-6802,E1C 1B8
Interstate All Battery Centre ,46.0869,-64.80201,506-386-6777,E1E 2C2
Canadian Energy & Power ,46.07454537,-64.82734948,506-852-4358,E1E 1C8
Canadian Tire ,45.72234,-65.507755,506-433-3201,E4E 2J1
Canadian Tire ,45.40324,-65.97263,506-848-6000,E2E 2R3
Staples Canada/Business Depot ,45.39146205,-65.97030847,506-848-9130,E2E 3J9
Town Of Hampton ,45.52524061,-65.82789184,506-333-3962,E5N 8H1
ReStore - Habitat for Humanity ,45.32193,-66.02433,506-635-7867,E2H 2H6
Canadian Tire ,45.30405,-66.02087,506-634-2606,E2J 2G4
Home Depot ,45.30321844,-66.02344694,506-632-9440,E2J 5E5
Princess Auto ,45.30301532,-66.02312956,506-638-6200,E2J 0C2
Staples Canada/Business Depot ,45.29044693,-66.04368225,506-646-7530,E2J 2B5
Crescent Valley Resource Centre ,45.28952,-66.07523,506-693-8513,E2K 3G3
Tri-County Complex ,45.66357,-66.59007,506-368-2422,E5L 1Y1
Village of Blacks Harbour ,45.05321,-66.78874,506-456-4870,E5H 1G9
St Andrews Home Hardware ,45.07371368,-67.05291368,506-529-3158,E5B 1A9
Hanwell ScholtenS Variety ,45.9061223,-66.7502485,506-459-5048,E3C 1V3
Nackawic Arena ,45.99365808,-67.23476008,506-575-5433,E6G 1H2
Courtyard Hardware BMR ,46.29767158,-67.52761526,506-375-4587,E7P 2N2
Minlak Recycling Depot ,46.08610333,-66.04632556,506-327-3433,E4B 3Y7
La Coop de Rogersville ,46.72723,-65.42202,506-775-6131,E4Y 1X5
Staples Canada/Business Depot ,47.03608186,-65.49117274,506-622-6050,E1V 7T9
Canadian Tire ,47.02188,-65.53166,506-773-9446,E1V 1K7
Northumberland Solid Waste Services ,47.01094596,-65.56311352,506-778-9917,E1V 1J8
La CoopÃ©rative Baie Ste-Anne ltÃ©e ,47.0451405,-64.9673353,506-228-4211,E9A 1W1
Liason Electroniq ,47.52136308,-64.91063123,506-395-1200,E1X 1C7
Ctre Transbordement CSRPA ,47.5546239,-64.915303,--,E1X 1A1
Radio TV Chiasson Ltee. ,47.7916174,-64.6154022,506-344-2372,E8T 3N3
Jean Coutu ,47.7938125,-64.9383111,506-727-4600,E1W 1B6
BibliothÃ¨que Publique Mgr Paquet ,47.7893332,-64.9630191,506-726-2699,E1W 1B7
Commission de services rÃ©gionaux de la PÃ©ninsule acadienne ,47.7887334,-64.9646099,506-727-7979,E1W 1A5
Jean Coutu ,47.6352273,-65.6743374,506-546-6666,E2A 2Z6
Staples Canada ,47.6401565,-65.6780622,506-545-9060,E2A 3A6
Northcoast Elect. Wholesale ,47.6525634,-65.6797884,506-546-9591,E2A 7J5
Bath Village Hall ,46.50615554,-67.58800327,506-278-5293,E7J 1C3
Home Zone Electronics ,46.43989,-67.61528,506-392-5261,E7L 3H5
Florenceville-Bristol Town Hall ,46.43553571,-67.61775671,506-392-6763,E7L 3J8
Centreville Village Hall ,46.43030711,-67.71828719,506-276-3671,E7K 2E7
Lowes ,46.69359281,-67.99790171,207-554-3030,4769
S W Collins Co Inc ,46.85905337,-68.01534758,207-496-6723,4736
S W Collins Co ,46.69502667,-68.00926667,207-764-2720,4769
Presque Isle Recycling Center ,46.70272357,-68.04381205,207-764-9393,4769
Canadian Tire ,46.1704238,-67.600758,506-328-3353,E7M 5G9
Ayr Motor Centre ,46.16282996,-67.58189332,506-325-4671,E7M 1M5
Cogerno - CSR#1 ,47.35521,-67.98597,506-263-3470,E7C 2W7
MatÃ©riaux TÃ©mis Inc ,47.72818,-68.64518,418-899-6005,G0L 1A0
DÃ©pÃ´t St-Francois-dAssise ,47.98299,-67.16514,--,G0J 2N0
DÃ©pÃ´t MatapÃ©dia ,47.97402984,-66.95359559,--,G0J 1V0
DÃ©pÃ´t MÃ©tis-sur-Mer ,47.9729614,-66.9502922,--,G0J 1S0
DÃ©pÃ´t Maria ,48.17237,-65.99092,--,G0C 1Y0
La Source ,48.1622529,-65.8577566,418-392-5504,G0C 2B0
Jean Coutu ,48.16441354,-65.85487904,418-392-4451,G0C 2B0
DÃ©pÃ´t Carleton-sur-mer ,48.10193,-66.12206,--,G0C 1J0
Westburne New Richmond ,48.1544488,-65.8479392,418-392-4401,G0C 2B0
Telecommunications De Lest ,48.11474554,-66.17361724,418-759-5225,G0C 1Y0
BMR Quincaillerie Carleton St-Omer ,48.11178,-66.18746,418-364-3650,G0C 2Z0
MunicipalitÃ© de Nouvelle ,48.13908,-66.31285,418-794-2253,G0C 2E0
RONA ,48.34197,-64.71138,418-689-2681,G0C 1P0
Uniprix ,48.82885,-64.48500667,418-368-5595,G4X 2W6
Collecte GaspÃ© ,48.83239,-64.48247,--,G4X 1M4
Erso Informatique ,48.830326,-64.48257645,418-368-5434,G4X 2W6
LM Windpower ,48.80580714,-64.49171878,--,G4X 2M1
La Source ,49.126223,-66.4860504,418-763-9111,G4V 1P5
DÃ©pÃ´t DÃ©gelis (lieu denfouissement) ,47.56557105,-68.63847215,--,G5T 1R2
BMR Groupe Dynaco ,47.61350214,-68.7996723,418-854-6705,G0L 1E0
RONA ,47.0570875,-69.92681,418-359-2251,G0R 3Z0
MunicipalitÃ© de Sainte-PerpÃ©tue ,47.05638,-69.92572,418-359-2966,G0R 3Z0
DÃ©pÃ´t St-Damase de lIslet ,47.1966891,-70.1281071,--,G0R 2X0
DÃ©pÃ´t St-Marcel ,46.89703,-70.0647,--,G0R 3R0
DÃ©pÃ´t St-Alexandre de Kamouraska ,47.54447,-69.4076,--,G0L 2G0
DÃ©pÃ´t St-Just-de-BreteniÃ¨re ,46.6170085,-70.0812998,--,G0R 3H0
DÃ©pÃ´t Lac FrontiÃ¨re ,46.6957158,-70.003101,--,GOR 1T0
DÃ©pÃ´t St-Fabien-de-Panet ,46.72639913,-69.98344737,--,G0R 2J0
DÃ©pÃ´t St-PhilÃ©mon ,46.67835276,-70.44864257,--,G0R 4A0
BMR Albert Fradette & Fils inc. ,46.48726222,-70.34522889,418-243-2992,G0R 4C0
Jean Coutu ,46.098466,-70.6516734,418-227-1515,G5Y 5S4
Rona ,46.10867,-70.65604,418-228-9725,G5Y 0J1
Jean Coutu ,46.11423,-70.67542,418-228-9731,G5Y 3W7
Canadian Tire ,46.13096734,-70.67868461,418-228-8843,G5Y 8K1
Lumen Beauce ,46.13172629,-70.68233247,418-220-1344,G5Y 8G2
Westburne St-Georges ,46.1313648,-70.68867917,418-228-6421,G5Y 3K3
Jean Coutu ,46.13060424,-70.69447932,418-226-4987,G5Y 2B4
Services Sanitaires DF (beauce) ,46.13809732,-70.6777558,--,G5Y 8J1
Bureau en Gros ,46.13173,-70.69876,418-222-5025,G5Y 5L6
MunicipalitÃ© de St-Alfred ,46.15216,-70.8228,418-774-2068,G0M 1L0
Quincaillerie Beauceville #2457-5 ,46.20786,-70.7729,418-774-2200,G5X 1J1
Ecocentre Lac Megantic ,45.59921798,-70.87870175,819-583-5188,G6B 2S3
MRC du Granit ,45.57140134,-70.88128259,819-583-0181,G6B 1L3
S.C.A. De La Patrie ,45.40182275,-71.252023,819-888-2575,J0B 1Y0
Batteries Expert ,45.36541635,-71.89541171,819-823-2122,J1H 5R6
DÃ©pÃ´t St-Isidore-de-Clifton ,45.3946,-71.84603,--,J0B 2X0
DÃ©pÃ´t Sherbrooke (Michel Ledoux) ,45.39289,-71.86183,--,J1G 0C4
HomeHardware - Quincaillerie Parent ,45.3878,-71.89619286,819-346-6944,J1H 4E1
Distributions Johnson Inc ,45.406047,-71.848505,819-563-6113,J1G 3E9
Canadian Tire ,45.40896968,-71.85102145,819-566-5991,J1G 5G7
Uniprix ,45.38698667,-71.92763667,819-569-9349,J1K 1K6
Batteries Expert ,45.4116089,-71.84117288,819-564-8000,J1G 5G6
Jean Coutu ,45.39867462,-71.91241,819-564-3111,J1J 2C2
Quincaillerie Victoria ,45.40894855,-71.90581159,819-563-0566,J1H 3J5
La Source ,45.42008,-71.87267,819-563-0914,J1E 3G8
Cellzone Sherbrooke ,45.39809412,-71.94079858,819-812-2222,J1L 1C1
Jean Coutu ,45.13612244,-71.80530595,819-849-6359,J1A 2B5
IGA Coaticook ,45.13604,-71.80524,819-849-4090,J1A 2B5
Batteries Expert ,45.3771542,-71.9792074,819-569-9288,J1N 3B9
Jean Coutu ,45.37198,-71.98677,819-820-1212,J1N 3S5
Uniprix ,45.1330648,-71.8044627,819-849-1110,J1A 3B3
La Source ,45.40346,-71.94884,819-563-7713,J1L 1K1
Les Armatures Coaticook Inc. ,45.13041114,-71.79820257,819-849-9131,J1A 2N1
Bureau en Gros ,45.4034,-71.95303,819-562-1966,J1L 2P1
Dorson Ltee ,45.39612716,-71.96566708,819-346-1775,J1L 2S6
Franklin Empire ,45.39617124,-71.96551833,819-780-1541,J1L 2S6
Westburne Sherbrooke ,45.3971021,-71.9648316,819-562-2660,J1L 2S7
RONA ,45.40311214,-71.95667932,819-829-7662,J1L 2X1
PiÃ¨ces dauto usagÃ©es LÃ©on Jacques et Fils ,45.1292449,-71.7869531,819-849-3652,J1A 2S1
Communication Plus ,45.39356,-71.97354,819-563-0133,J1L 2G9
DÃ©pÃ´t Sherbrooke (Rose Cohen) ,45.40147734,-71.96816406,--,J1E 1K5
coop alentour ,45.3953239,-71.9817581,819-562-3443,J1L 3A3
Canadian Tire ,45.41955604,-71.96426927,819-566-1161,J1J 3C6
Home Depot ,45.4208926,-71.9688936,819-348-4481,J1L 3E2
Batteries St-Ã‰lie ,45.39472013,-72.01770577,819-570-7873,J1R 0P6
DÃ©pÃ´t Ayers Cliff ,45.16976,-72.04339,--,J0B 1C0
DÃ©pÃ´t Coaticook ,45.08438,-71.84689,--,J1A 2S4
BMR MatÃ©riaux de Construction LÃ©tourneau inc. ,45.46367802,-71.96320259,819-846-4433,J1C 0J2
BMR Centre de RÃ©novation G. Doyon inc. ,45.47053485,-71.67319035,819-832-4944,J0B 1R0
Canadian Tire ,45.28139118,-72.12485941,819-843-3373,J1X 2T5
Materiaux Magog ,45.27629,-72.1260108,819-843-4441,J1X 5B6
DÃ©pÃ´t Potton ,45.21936,-72.42952,--,J0E 1X0
Collecte St-Ã‰tienne-de-Bolton ,45.26806,-72.37719,--,J0E 2E0
DÃ©pÃ´t Austin ,45.18675864,-72.27984548,--,J0B 1B0
Ville de Lac Brome ,45.21919619,-72.50889571,450-243-6111,J0E 1V0
Uniprix ,45.2166366,-72.5120623,450-243-5700,J0E 1V0
RONA ,45.213367,-72.533364,--,J0E 1V0
RONA ,45.2113425,-72.5415471,450-243-1444,J0E 1V0
DÃ©pÃ´t Eastman ,45.31244486,-72.305116,--,J0E 1P0
DÃ©pÃ´t Stukely-Sud ,45.3215,-72.41546,--,J0E 2J0
GIROUX ET GIROUX ,45.05065,-72.39205,450-292-3696,J0E 1X0
DÃ©pÃ´t Lac-BrÃ´me (Ã©cocentre) ,45.2438506,-72.5823422,--,J0E 1S0
Uniprix ,45.26833895,-72.15826817,819-843-5003,J1X 2B6
DÃ©pÃ´t Weedon ,45.0813139,-72.20751566,--,J0B 3J0
MunicipalitÃ© Canton de Stanstead ,45.28172,-72.16199,819-876-2648,J1X 3W4
Bureau en Gros ,45.26608929,-72.14615255,819-868-4467,J1X 5B4
DÃ©pÃ´t Orford ,45.30432,-72.17542,--,J1X 6X9
Ecocentre Waterloo ,45.34302,-72.51591,450-378-9976,J0E 2N0
Ã‰cocentre Waterloo ,45.34302,-72.51591,450-378-9976,J0E 2N0
Ã‰cocentre Magog ,45.2677199,-72.1387243,--,J1X 2X1
Batteries Expert ,45.27251649,-72.13708892,819-843-3213,J1X 5B5
DÃ©pÃ´t Sutton (Ã©cocentre) ,45.09425,-72.62551,--,J0E 2K0
BMR MatÃ©riaux de Construction Sutton inc. ,45.09081,-72.62627,450-538-1383,J0E 2K0
DÃ©pÃ´t St-Paul-dAbbotsford ,45.41510874,-72.36738338,--,J0E 1A0
DÃ©pÃ´t Cowansville (Ã©cocentre) ,45.2135541,-72.7415931,--,J2K 2L5
The Source ,45.20799191,-72.74492743,450-263-2393,J2K 3L9
Uniprix ,45.20741,-72.74804,450-263-2666,J2K 2W4
Centre MÃ©canique Bromont ,45.30426095,-72.67919858,450-534-2114,J2L 1J6
Familiprix ,45.204734,-72.746937,450-263-2171,J2K 2X7
Laco Electronique Inc. ,45.204043,-72.7467096,450-263-4811,J2K 2X6
Jean Coutu ,45.2031704,-72.747362,450-266-3966,J2K 2X8
DÃ©pÃ´t Bromont (Ã©cocentre) ,45.30876,-72.668072,--,J2L 1J5
RONA ,45.1972283,-72.7620529,450-266-1444,J2K 5C4
RONA ,45.31709335,-72.65039796,450-534-1800,J2L 0A5
MÃ©tro Plouffe Bromont ,45.3183822,-72.6479667,450-534-5373,J2L 2K5
Uniprix ,45.3180835,-72.6461699,450-534-5534,J2L 2K3
DÃ©pÃ´t Cowansville ,45.1896517,-72.799819,--,J2K 3G6
Home Depot ,45.38678,-72.75824,450-375-5544,J2J 1P7
Ecocentre Granby ,45.383505,-72.77332,450-378-9976,J2J 1J9
RONA ,45.394444,-72.7028903,450-305-6066,J2H 2R6
Westburne Granby ,45.3932076,-72.7459686,450-375-7370,J2G 7T4
Jean Coutu ,45.3967011,-72.7175013,450-372-6666,J2G 4C6
Uniprix ,45.39766727,-72.72092402,450-378-6999,J2G 2T7
MÃ©tro Plouffe Granby ,45.39805989,-72.72194313,450-378-9926,J2G 2T7
OMH Granby ,45.3978508,-72.7290678,450-372-1300,J2G 6T8
Uniprix ,45.3990583,-72.734109,450-372-4447,J2G 3N2
Unimat Granby ,45.4042879,-72.7418987,450-378-2667,J2G 8E5
Uniprix ,45.4084517,-72.72692,450-372-0814,J2G 1V3
Jean Coutu ,45.41103,-72.74769,450-375-5596,J2G 2Y6
Batteries Expert ,45.41273,-72.74867,450-994-4045,J2G 6N4
Cellzone Granby ,45.41371,-72.75244,450-517-9091,J2G 2Y9
La Source ,45.415218,-72.7505003,450-378-7604,J2G 8K1
Bureau en Gros ,45.41473,-72.75438,450-776-7555,J2G 2Z5
Canadian Tire ,45.41659109,-72.75372788,450-378-9884,J2J 2L1
Best Buy Canada ,45.41777256,-72.75336081,450-372-0883,J2J 2L1
RONA ,45.4199155,-72.7480954,450-777-1444,J2J 2R8
Batteries Illimitees ,45.41689,-72.77074,450-375-7766,J2J 0N3
DÃ©pÃ´t Farnham (Ã©cocentre) ,45.2906505,-72.9618808,--,J2N 3B5
Clinique de lAuto Farnharm Inc ,45.27744,-72.971076,450-293-3444,J2N 2P9
RONA ,45.35743979,-72.9360471,450-293-6433,J0E 1E0
Jean Coutu ,45.28344243,-72.9788518,450-293-5375,J2N 2C8
RONA ,45.28718,-72.99251,450-293-3646,J2N 1K9
Collecte Roxton Pond 05 ,45.46588649,-72.67103751,--,J0E 1Z0
Quincaillerrie JPJ ,45.2396903,-73.1171759,450-346-5457,J0J 1S0
DÃ©pÃ´t Bedford (Ã©cocentre) ,45.12599152,-72.98740137,--,J0J 1A0
MunicipalitÃ© St.Jacques-le-Mineur ,45.1211,-72.99052333,450-347-5446,J0J 1Z0
RONA ,45.11836,-72.990314,450-248-4307,J0J 1A0
Ã‰cocentre Iberville ,45.30550245,-73.2138502,--,J2X 5L2
Vikanne Enr. ,45.15715264,-73.27251697,450-248-3610,J0J 1A0
RONA ,45.3240158,-73.2490356,--,J2Z 0A1
BMR Yves Gagnon ,45.31439,-73.26066,450-359-1335,J3B 1W7
DÃ©pÃ´t Ste-AngÃ¨le-de-Monnoir ,45.39192,-73.10893667,--,J0L 1P0
RONA ,45.32484,-73.25383,450-346-5424,J2X 0A1
Municipalite St. Armand ,45.0317405,-73.04276,450-248-2344,J0J 1T0
Canadian Tire ,45.3300636,-73.2652904,450-348-3851,J3A 1J2
BMR LHomme et fils inc. ,45.06350193,-73.21241211,450-244-5593,J0J 2C0
Jean Coutu ,45.3338918,-73.267747,450-348-9251,J3A 1K1
Bureau en Gros ,45.33604,-73.26818,450-359-7750,J3A 1E5
DÃ©pÃ´t St-Georges-de-Clarenceville ,45.06161798,-73.21385363,--,J0J 1B0
Batteries Expert ,45.41291,-72.9954,450-469-3147,J0L 1T0
Ã‰cocentre St-Luc ,45.32030081,-73.29086226,--,J2W 3G1
La Source ,45.33171,-73.28135,450-349-9889,J3A 1M1
Batteries Expert Express ,45.33171,-73.28135,450-741-4933,J3A 1M1
Carrefour Richelieu ,45.33171,-73.28135,450-348-6169,J3A 1M1
Home Depot ,45.33056306,-73.28394857,450-349-8100,J3A 1V1
DÃ©pÃ´t St-CÃ©saire ,45.42105075,-73.03430231,--,J0L 1T0
Rozon Batteries Inc. ,45.3242675,-73.2968647,450-348-8720,J2W 2H1
Nedco St-Jean ,45.32989727,-73.29515545,450-348-8750,J3B 7Y5
RONA ,45.33864906,-73.28835218,450-359-4695,J2W 2M4
BMR Groupe Yves Gagnon ,45.33364722,-73.29981811,450-359-1311,J2W 0H4
Ville de Saint-RÃ©mi ,45.23972,-73.51199,450-454-3993,J0L 2L0
Ville de St Remi ,45.23972,-73.51199,450-454-3993,J0L 2L0
MRC Jardins de Napierville ,45.23510353,-73.57016529,514-725-0559,J0L 2J0
Unimat - La Coop Uniforce ,45.24335383,-73.570479,450-454-4681,J0L 2J0
Uniprix ,45.258232,-73.6105066,450-992-1991,J0L 2L0
Unimat - La Coop Uniforce ,45.1939944,-73.4493735,450-245-3308,J0J 1L0
PROXIM ,45.25989,-73.61359,450-454-5131,J0L 2L0
Unimat - La Coop Uniforce ,45.160775,-73.5288794,450-454-3986,J0L 2N0
CLSC Jardin du QuÃ©bec - Saint-RÃ©mi ,45.255193,-73.6194174,450-454-4671,J0L 2L0
PAPETERIE ST-REMI INC ,45.26221909,-73.61538909,450-454-6065,J0L 2L0
R. Marcil & Freres (St-Remi) ,45.2583364,-73.6183238,450-454-3944,J0L 2L0
BMR A.& F. Foucault ltÃ©e ,45.194928,-73.434322,450-245-3677,J0J 1L0
DÃ©pÃ´t St-Mathieu ,45.3114753,-73.5168194,--,J0L 2H0
CLSC Jardin du QuÃ©bec - Napierville ,45.1926455,-73.4133702,450-245-3336,J0J 1L0
PROXIM ,45.1929142,-73.4128573,450-245-3305,J0J 1L0
R. Marcil & FrÃ¨res ,45.1891083,-73.4070295,450-245-3348,J0J 1L0
Uniprix ,45.1871129,-73.406002,450-245-3383,J0J 1L0
DÃ©pÃ´t Napierville ,45.19397444,-73.39652852,--,J0J 1L0
DÃ©pÃ´t Ste-Clotilde-de-ChÃ¢teauguay ,45.16167,-73.67671,--,J0L 1W0
MunicipalitÃ© Sainte-Clotilde ,45.1574168,-73.6812172,450-826-3129,J0L 1W0
MunicipalitÃ© de Saint-Isidore ,45.30035201,-73.68091382,450-454-3919,J0L 2A0
Collecte St-Bernard-de-Lacolle ,45.0837963,-73.4126289,--,J0J 1V0
Papeterie du SÃ»roit ,45.3167653,-73.74127,450-692-6300,J6R 1G6
Jean Coutu ,45.3176856,-73.7414766,450-692-8266,J6R 1G2
DÃ©pÃ´t HÃ©mmingford ,45.05772891,-73.58502225,--,J0L 1H0
DÃ©pÃ´t Mercier ,45.3272805,-73.7355664,--,J6R 2B1
Quincaillerie De Lacolle Inc. #11050 ,45.0864478,-73.3726318,450-246-3053,J0J 1J0
Jean Coutu ,45.34731,-73.72278,450-692-7981,J6K 3C3
Uniprix ,45.4098548,-73.4745522,450-444-6229,J5R 2L7
La COOP des frontiÃ¨res ,45.2502962,-73.7978024,450-427-2003,J0S 1V0
Collecte TrÃ¨s St-Sacrement ,45.18148155,-73.84344296,--,J0S 1G0
DÃ©pÃ´t Howick ,45.1608576,-73.8473635,--,J0S 1G0
DÃ©pÃ´t Ste-Martine ,45.2429657,-73.8066692,--,J0S 1V0
BMR Quincaillerie R. Gauthier inc. ,45.1174386,-73.98559525,450-829-2090,J0S 1K0
DÃ©pÃ´t Ormstown ,45.12744436,-73.99665536,--,J0S 1K0
Jean-Coutu ,45.30411,-73.87022,450-225-3232,J6N 0R5
Quincaillerie Pouliot ,45.3106689,-73.8783723,450-225-5010,J6N 2H8
Uniprix ,45.31476732,-73.87330854,450-429-3336,J6N 1X3
DÃ©pÃ´t Ã‰co centre Beauharnois inc.(Melocheville) ,45.31624288,-73.93950311,--,J0S 1J0
R. Marcil & Freres (Ste-Martine) ,45.13664,-74.06078,450-427-7197,J0S 1V0
Collecte Franklin ,45.02886117,-73.92809473,--,J0S 1E0
Uniprix ,45.2885167,-74.046009,450-371-2741,J6S 6V6
Batteries Expert ,45.2752633,-74.0859923,450-371-9604,J6S 1C7
Boulevard Electronique ,45.2723492,-74.0997073,450-371-0931,J6S 5H9
Ville de Pincourt ,45.35697647,-73.98255529,514-453-8981,J7W 4G8
DÃ©pÃ´t Salaberry-de-Valleyfield ,45.2585,-74.11263,--,J6S 5Y9
DÃ©pÃ´t Huntingdon ,45.08873,-74.1732,--,J0S 1H0
Uniprix ,45.08711621,-74.17320595,450-264-5347,J0S 1H0
Collecte Sainte-Barbe ,45.1625216,-74.1967301,--,J0S 1P0
DÃ©pÃ´t Godmanchester ,45.0758256,-74.2438884,--,J0S 1H0
Jean Coutu ,45.26286576,-74.12840112,450-371-3333,J6S 1Y2
Bureau en Gros ,45.2706747,-74.1288751,450-373-7070,J6S 1E3
Westburne Valleyfield ,45.26859507,-74.14665269,450-373-8573,J6S 0B1
BMR Materiaux Miron Inc ,45.2676062,-74.1559867,450-373-7272,J6S 0A7
Nedco Valleyfield ,45.2679579,-74.1594875,450-371-5575,J6S 0A7
BMR F.V. LALONDE INC ,45.26093854,-74.19973603,450-267-3559,J7X 1A2
Jean Coutu ,45.2612374,-74.2071402,450-217-1727,J7X 1A2
Familiprix Michel Vinet ,45.29723221,-74.17917617,450-763-1234,J0P 1B0
RONA ,45.2997698,-74.3086568,450-265-3256,J0P 1X0
Intact assurance ,45.62132268,-72.95244181,--,J2S 3B3
Proxim-Pharmacie Nicole Brouillard ,45.62031367,-72.94802796,450-773-9763,J2T 1P8
Jean Coutu ,45.62549469,-72.94440878,450-773-8447,J2S 3H2
Jean Coutu ,45.6360842,-72.9653341,450-773-7415,J2S 0H4
Batteries Expert ,45.62740143,-72.94156551,450-252-2288,J2S 3E9
La Source ,45.63663303,-72.96742273,450-773-0122,J2S 4Z5
Jean Coutu ,45.60421745,-72.98105443,450-773-1675,J2S 3V9
BMR Matco ,45.6218299,-72.9306227,450-773-2569,J2T 3G4
RONA ,45.64369943,-72.96390656,450-771-0444,J2S 7V6
Bureau en Gros ,45.64216917,-72.97719914,450-796-4575,J2S 8B1
Canadian Tire ,45.64291117,-72.97708626,450-796-4226,J2R 2H6
Unimat St-Damase ,45.52865111,-73.00534444,450-797-3322,J0H 1J0
MunicipalitÃ© de Saint-BarnabÃ©-Sud ,45.73065531,-72.92338347,450-792-3030,J0H 1G0
Groupe Lacasse ,45.5025156,-72.8986352,450-772-6051,J0H 1W0
